source_id,ra,dec,dist_pc,teff,logg,mass,atmosphere,pwd,Gmag,bp_rp,Jmag,Hmag,Ksmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,W4mag,sed_anchor,chi_W1,chi_W2,chi_color,w1_w2_obs,W1_excess_jy,W2_excess_jy,t_ring_k,t_ring_lo_k,t_ring_hi_k,tau_ring,tau_lo,tau_hi,ring_fit_chi2,n_excess_bands,ring_radius_au,l_wd_w,shape_class,registration_arcsec,chance_superposition_p,gate_reason,verdict,ring_candidate,f_min_300K_W2,f_min_500K_W2,f_min_700K_W2,known_disk,comovement_sigma,comovement_ok,blend_verdict,n_beam_neighbours,neighbour_over_excess,simbad_id,simbad_otype,followup_verdict,followup_reason
6417955993895552128,273.57331818368,-73.91741243353,64.31571297183615,10090.79,7.99313,0.596605,H,0.995609,16.1814,0.13599999999999923,15.915,15.489,15.099,13.937,0.027,13.067,0.026,10.76,8.734,nir,30.780778379778123,37.55340955484681,12.56028420018975,0.8699999,0.0006581547640385518,0.0009254996760401788,831.1812739168154,805.7676298577082,862.8688424280673,0.056045368051341936,0.054977280430414915,0.05752580436866233,56.770264484646304,4.0,0.004418188652629028,5.942975348488747e+23,debris_disk,0.9990147128427612,0.0001927475868129802,,surviving,False,0.07610498752520041,0.009076479291216124,0.005787647310881995,False,2.331545980667613,True,untested,0,0.0,L   77-173,WD*,rejected,blend_untested
5490213263768076928,107.08364613166,-55.9114716942,215.0537634408602,6064.65,7.33753,0.306462,H,0.940389,19.7437,0.627399999999998,,,,15.191,0.028,14.288,0.031,11.748,9.329,gaia,36.48578058103369,34.15936477294237,6.939950981989682,0.9029999,0.0002467177946347095,0.00032336943070766555,946.8745841342414,911.4498206315378,989.497562456425,1.003527495237378,,,30.949825165985203,4.0,0.0018748082539791011,1.8022538733129486e+23,warm_ambiguous,0.5136465776516551,0.0006569730463931167,,surviving,False,2.8058276963099162,0.3346303285555992,0.21337814576172281,False,4.946287800379055,False,untested,0,0.0,Gaia DR3 5490213263768076928,WD*,rejected,background_source_no_comovement
2307289214897332480,358.25410502142,-38.86324227805,93.6452343940217,9576.46,7.368485,0.339277,He,0.959951,16.2598,0.17109999999999914,15.835,15.493,14.938,14.687,0.03,14.245,0.044,,,nir,17.829573061031475,16.85814746141188,5.4131086665409,0.4420004,0.00023473084622860945,0.00024345158284196935,1247.2469038557315,1134.7094459362522,1393.4442005922713,0.020249969159774703,0.01871128691661987,0.022610833874046776,3.439741931288154e-06,2.0,0.00273556358746979,1.1551430853015593e+24,debris_disk,0.3231070363696348,0.0008036971129172787,,surviving,False,0.08300771337549663,0.009899716378173268,0.0063125871867606145,False,0.8110241738142454,True,untested,0,0.0,V* BW Scl,CV*,rejected,blend_untested
4823042355496728832,82.30967713818,-34.0190644257,234.38964935308456,17192.23,7.701555,0.464188,H,0.999581,17.5025,-0.21369999999999933,,,,15.031,0.032,14.205,0.039,12.286,,gaia,31.13173743339245,26.894019242982917,6.754848837220789,0.8260002,0.0002800914926965053,0.00034587066566102366,1020.7059877118083,976.0402658499528,1059.6189083110037,0.03890248516914905,,,3.1111270596088616,3.0,0.010493963044931531,7.624548421157484e+24,debris_disk,0.3651830426845254,0.0006919731611032542,,surviving,False,0.07878537436194277,0.009396149215714626,0.005991485905069514,False,1.2690414237571717,True,untested,0,0.0,GALEX J052914.2-340108,WD*,rejected,blend_untested
2488974302977323008,38.61592679761,-4.90868280216,81.41664970486464,9113.33,6.805528,0.206983,H,0.802201,15.1967,0.19720000000000049,15.809,15.146,14.547,14.224,0.027,13.746,0.033,,,nir,25.337818737516628,25.474571105502896,6.391396559678906,0.4779997,0.00043801792248435016,0.00043472464452937,1317.4690183546843,1231.8749814139276,1412.6565144363192,0.04083944237803548,0.03830834118986644,0.04459174847432893,7.331373581109801e-06,2.0,0.0033157645606794015,2.1128148050781137e+24,debris_disk,0.12182885829864992,0.00038943083571718606,,surviving,False,0.03430424726806731,0.004091213993383415,0.0026087762564459866,False,1.3430641806407497,True,untested,0,0.0,PHL  1364,CV*,rejected,blend_untested
2962220325372239872,80.43479216088,-21.02387043013,122.46197555658966,8705.45,7.359577,0.33129,H,0.955137,17.1477,0.24409999999999954,15.453,14.867,14.663,14.331,0.029,14.078,0.04,,,nir,16.023628528911274,15.285235255184284,2.983107071926367,0.25300026,0.00029517380903912153,0.00024312191545117003,1758.6867148468991,1512.7652764797579,2101.354899109193,0.029070597718091538,0.02325204173194708,0.0399192157879858,3.717325967045326e-07,2.0,0.001135084319620613,7.862173007916295e+23,debris_disk,0.06351989492999068,0.0008050590372691291,,surviving,False,0.2085656567260617,0.02487408415258136,0.015861042771910625,False,0.8219844552496113,True,untested,0,0.0,Gaia DR3 2962220325372239872,WD*,rejected,blend_untested
3251748915515143296,62.75905250656,-3.97351212876,71.56659271452085,14904.3,7.99652,0.610418,H,0.999437,15.6068,-0.14499999999999957,15.87,15.991,15.44,13.906,0.027,13.014,0.029,11.501,,nir,33.318653544364174,34.819990304172165,12.982946493312555,0.8920002,0.0007198506682891261,0.0009992870060909747,918.2368024695704,886.8267314755485,949.672246523111,0.025609214087721644,0.025128131063130936,0.026186475846887797,1.1702983851105273,3.0,0.00795745916455652,2.8714419022258825e+24,debris_disk,0.042069021415543834,0.0002839317140601594,,surviving,False,0.019503094245247973,0.002325989883028542,0.001483175211414507,False,2.164667382871742,True,untested,0,0.0,GD 56,WD*,rejected,blend_untested
3571559292842744960,178.31341370917,-15.61039471405,71.2595844141037,11778.91,8.020817,0.61743,H,0.998265,16.0306,0.004300000000000637,16.038,15.926,16.119,14.623,0.031,13.676,0.038,,,nir,24.76014027540399,25.335689534403613,12.546978103860532,0.9470005,0.000326082278263676,0.0005189796855685694,834.3067092068447,805.7676298577082,864.7723511010297,0.028417546179807452,0.027559230949347847,0.029340187687093365,3.278156418673461e-05,2.0,0.005887773224386058,1.071365133667369e+24,debris_disk,0.10037541678423302,0.0004636402704628617,,surviving,False,0.051824119600911066,0.006180679658970066,0.00394113101125891,False,1.5460297136136696,True,untested,0,0.0,EC 11507-1519,WD*,rejected,blend_untested
3803538104360099328,166.61529145402,-1.08741572973,330.2728053372085,11378.28,6.146828,0.146368,He,0.820663,16.4726,0.06269999999999953,15.427,14.942,14.646,14.433,0.031,14.178,0.049,12.174,,nir,16.58725903847965,13.594808323724964,3.027604957164301,0.25499916,0.00028605987435772464,0.0002342424870693778,1723.9172918960119,1492.1914703442258,2189.4770097125424,0.015352286019191787,0.012493899489091662,0.022881963532893058,4.2269855019620195,3.0,0.005419215566483843,1.6545160074019593e+25,debris_disk,0.5512074864576434,0.0008433686490932901,,surviving,False,0.07208709568094425,0.008597295031358494,0.005482093868407233,False,2.269338607173003,True,untested,0,0.0,HE 1103-0049,**,rejected,blend_untested
5099482805904892288,48.55588355472,-22.59549878489,160.44410929452724,10708.1,8.097894,0.661319,H,0.996115,18.1606,0.08360000000000056,17.212,15.668,15.37,14.188,0.027,13.529,0.029,11.44,9.571,nir,35.479097489430785,35.11788581787079,9.344588869765134,0.65899944,0.0005841072397510671,0.0006266444622104454,1112.2761197963212,1059.6189083110037,1166.2150950803016,0.08928512837742132,0.08692788640150728,0.09279520878616108,44.33913532623046,4.0,0.0025927765262542144,6.563160743172175e+23,debris_disk,0.035219666275766955,0.00026236258297229753,,surviving,False,0.42886181906153653,0.051147178996861165,0.0326141693802863,False,0.23753984669074665,True,untested,0,0.0,V* EF Eri,CV*,rejected,blend_untested
6226943645600487552,229.98025197894,-25.00673233229,113.04927818035881,9844.35,7.250426,0.305673,He,0.954326,16.4737,0.16799999999999926,16.191,15.586,15.393,14.249,0.03,13.811,0.04,12.069,,nir,27.80744731312205,23.16000849915596,5.544213400001174,0.43799973,0.000492202051230811,0.00044238094579171375,1492.7334285053678,1390.4120367752507,1642.3038545427144,0.06303200782333777,0.056922540874830514,0.07222683635719995,3.281232748732009,3.0,0.0021944823393112824,1.525195905096037e+24,debris_disk,0.013770483545696753,0.0003810258781159481,,surviving,False,0.09162053596810128,0.010926904062486453,0.006967576841685478,False,0.968136842545937,True,untested,0,0.0,V* GW Lib,No*,rejected,blend_untested
6874469953278568448,303.04188410814,-16.16731371673,266.7093401610924,17727.25,7.923638,0.576072,H,0.998096,18.4002,-0.053599999999999426,,,,15.081,0.039,14.261,0.048,,,gaia,26.91354682676497,22.284245198906568,6.452298924794206,0.82000065,0.0002783040120206549,0.00033437409896626164,1061.7569609912116,1003.1404034899991,1134.7094459362522,0.0814172453072705,,,3.6531205296341795e-06,2.0,0.008895264453550471,6.41431984656786e+24,debris_disk,0.8609578483874183,0.0005651565417165161,,surviving,False,0.12125752765643755,0.014461488983403171,0.009221416712440778,False,1.3280453865604893,True,untested,0,0.0,GALEX J201210.0-161002,WD*,rejected,blend_untested
95297185335797120,27.23770821822,19.04047785001,47.41561206442834,11695.16,8.263728,0.76849,H,0.997026,15.5442,0.019700000000000273,15.799,15.528,15.358,14.676,0.029,14.014,0.04,12.204,,nir,20.173002723796188,20.89916308193513,8.706599877069381,0.6619997,0.0002550417409673336,0.0003353300440894001,956.3023231433086,899.0539835486187,1016.9713471713486,0.013826094061644964,0.013374133306270339,0.014392022080767418,2.5678400890498096,3.0,0.0037263530540150363,7.40766372258563e+23,debris_disk,0.01807097878831765,0.0006563983486060909,,surviving,False,0.03318519196790013,0.003957752539831113,0.0025236741151888685,False,2.615137298401325,True,untested,0,0.0,Wolf   88,WD*,rejected,blend_untested
291057843317534464,26.97838185953,23.66167776288,29.428469690147644,12988.72,8.080242,0.655714,H,0.996537,14.0291,-0.05850000000000044,14.206,14.245,14.227,13.816,0.025,13.55,0.034,11.955,,nir,9.928325691525155,12.997986188969175,3.738530885355794,0.2659998,0.0003077078261349501,0.0003120123534656729,1166.63865988481,1014.7583961823327,1340.3110820086888,0.00308415124621122,0.002809601612327316,0.003607915349758804,6.530026893254842,3.0,0.0035237345566218677,1.4671828529964986e+24,debris_disk,0.16605716813053598,0.0005894405059995167,,surviving,False,0.006454074679825397,0.000769729778301324,0.0004908207619448614,False,2.629365946927835,True,untested,0,0.0,GALEX J014754.8+233942,WD*,rejected,blend_untested
1797494017250709632,323.46981780372,24.46339312846,159.5838054354244,11202.74,6.666421,0.189925,He,0.957824,15.9355,0.06280000000000108,15.032,14.34,13.509,13.388,0.025,12.982,0.026,12.778,,nir,28.628426939062887,32.282699623526355,5.891953829856332,0.40599918,0.0009858887294519564,0.0008888612139195495,1526.5673396383802,1432.1337208416119,1619.9683067585777,0.03002134179720275,0.027741932107609796,0.03286863472020261,0.6316114290000314,3.0,0.004195697060563233,6.098240240727705e+24,debris_disk,0.34916386600465915,0.00015929630517208526,,surviving,False,0.045662109988991444,0.005445782322361957,0.003472521272005665,False,0.80981259589986,True,untested,0,0.0,Gaia DR3 1797494017250709632,WD*,rejected,blend_untested
