target_id,name,ra,dec,kind,vtype,period_cat,mag_cat,amp_cat,source,field,gsc_bin_index,ref_number,pm_total_masyr,colour,n_det_cat,pulsator_class,mag_max_cat,band_cat
0,DASCH_144154090_5314600851,291.014102,44.933503,bright,,,8.02,0.0,apass,kepler,144154090.0,5314600851.0,99.38249342816873,0.92,,,,
1,DASCH_144268103_5354330471,289.979469,45.031924,bright,,,8.48,0.0,apass,kepler,144268103.0,5354330471.0,69.4890638877802,1.18,,,,
2,DASCH_143761320_419185951443344,289.747875,44.56216,bright,,,8.53,0.0,apass,kepler,143761320.0,419185951443344.0,5.608029957123981,0.02,,,,
3,DASCH_142701728_419195021433322,289.959258,43.556236,bright,,,8.78,0.0,apass,kepler,142701728.0,419195021433322.0,14.45856147754679,0.95,,,,
4,DASCH_144121463_419241171445415,291.048659,44.904174,bright,,,8.9,0.0,apass,kepler,144121463.0,419241171445415.0,28.65658737533135,0.35,,,,
5,DASCH_144316969_5354307011,291.078743,45.091169,bright,,,8.92,0.0,apass,kepler,144316969.0,5354307011.0,13.427211177307074,0.34,,,,
6,DASCH_143068026_419233691435329,290.903813,43.891289,bright,,,8.98,0.0,apass,kepler,143068026.0,419233691435329.0,12.949517365523706,0.53,,,,
7,DASCH_143564019_419194351442229,289.931042,44.37478,bright,,,9.0,0.0,apass,kepler,143564019.0,419194351442229.0,41.29176673381753,0.36,,,,
8,DASCH_144268104_11030311118475,290.005279,45.03481,bright,,,9.26,0.0,apass,kepler,144268104.0,11030311118475.0,0.0,99.9,,,,
9,DASCH_142785140_419184671433734,289.694622,43.626009,bright,,,9.36,0.0,apass,kepler,142785140.0,419184671433734.0,7.211102550927979,-0.09,,,,
10,DASCH_143876179_419235231444002,290.967915,44.667289,bright,,,9.38,0.0,apass,kepler,143876179.0,419235231444002.0,149.97749831224684,0.69,,,,
11,DASCH_143958074_419255981444445,291.499051,44.745909,bright,,,9.8,0.0,apass,kepler,143958074.0,419255981444445.0,6.000833275470999,0.43,,,,
12,DASCH_142618205_419203821432904,290.15925,43.484358,bright,,,9.84,0.0,apass,kepler,142618205.0,419203821432904.0,10.16366075781753,0.37,,,,
13,DASCH_143990686_5313324391,289.189879,44.768873,bright,,,9.9,0.0,apass,kepler,143990686.0,5313324391.0,15.98155186457185,1.16,,,,
14,DASCH_143382575_419175811441140,289.492121,44.194382,bright,,,10.05,0.0,apass,kepler,143382575.0,419175811441140.0,10.621205204683694,1.14,,,,
15,DASCH_143333037_419204791440919,290.199735,44.155208,bright,,,10.07,0.0,apass,kepler,143333037.0,419204791440919.0,35.21491161425796,0.66,,,,
16,DASCH_144219269_419215491445942,290.478839,44.995032,bright,,,10.08,0.0,apass,kepler,144219269.0,419215491445942.0,22.588713996153036,0.46,,,,
17,DASCH_142634900_419185411432947,289.725539,43.496301,bright,,,10.1,0.0,apass,kepler,142634900.0,419185411432947.0,46.3113377047133,0.65,,,,
18,DASCH_144479351_419195131451446,289.963716,45.246064,bright,,,10.12,0.0,apass,kepler,144479351.0,419195131451446.0,0.0,0.1,,,,
19,DASCH_142735122_419204751433456,290.197824,43.58224,bright,,,10.14,0.0,apass,kepler,142735122.0,419204751433456.0,47.61029300476947,1.03,,,,
20,DASCH_144576554_419161161451956,289.048434,45.332205,bright,,,10.17,0.0,apass,kepler,144576554.0,419161161451956.0,16.995587662684688,0.57,,,,
21,DASCH_143646370_419251091442636,291.295496,44.443376,bright,,,10.22,0.0,apass,kepler,143646370.0,419251091442636.0,3.505709628591621,0.36,,,,
22,DASCH_143233723_419160341440315,289.014147,44.054193,bright,,,10.27,0.0,apass,kepler,143233723.0,419160341440315.0,22.45551157288562,0.62,,,,
23,DASCH_143990688_5313317731,289.222947,44.775892,bright,,,10.3,0.0,apass,kepler,143990688.0,5313317731.0,14.985659811966906,1.62,,,,
24,DASCH_142618193_419193421432849,289.892578,43.480162,bright,,,10.32,0.0,apass,kepler,142618193.0,419193421432849.0,19.58979326077741,1.55,,,,
25,DASCH_144316963_5354306471,290.94276,45.089653,bright,,,10.4,0.0,apass,kepler,144316963.0,5354306471.0,6.370243323453194,1.14,,,,
26,DASCH_143283366_11030330063561,288.886614,44.104397,bright,,,10.44,0.0,apass,kepler,143283366.0,11030330063561.0,0.0,0.33,,,,
27,DASCH_143415688_419253381441316,291.390983,44.221155,bright,,,10.48,0.0,apass,kepler,143415688.0,419253381441316.0,62.426356613212654,0.71,,,,
28,DASCH_144121356_419144761445420,288.69823,44.905567,bright,,,10.48,0.0,apass,kepler,144121356.0,419144761445420.0,35.02584759859496,0.44,,,,
29,DASCH_143233786_419213521440302,290.39656,44.050561,bright,,,10.49,0.0,apass,kepler,143233786.0,419213521440302.0,0.0,0.09,,,,
30,DASCH_143415679_110303302456,291.202349,44.221292,bright,,,10.51,0.0,apass,kepler,143415679.0,110303302456.0,16.564117845511724,-2.18,,,,
31,DASCH_144463123_419192511451319,289.854581,45.221834,bright,,,10.52,0.0,apass,kepler,144463123.0,419192511451319.0,23.507658326596463,0.5,,,,
32,DASCH_142868475_419202561434232,290.106861,43.708788,bright,,,10.56,0.0,apass,kepler,142868475.0,419202561434232.0,5.531726674375733,0.51,,,,
33,DASCH_143629812_419153831442548,288.909444,44.430017,bright,,,10.58,0.0,apass,kepler,143629812.0,419153831442548.0,15.297058540778355,1.43,,,,
34,DASCH_143117779_110303302648,290.292157,43.945339,bright,,,10.63,0.0,apass,kepler,143117779.0,110303302648.0,0.0,1.11,,,,
35,DASCH_144056158_5314603941,291.174294,44.830832,bright,,,10.63,0.0,apass,kepler,144056158.0,5314603941.0,9.013878188659973,1.49,,,,
36,DASCH_143958029_419220411444431,290.517253,44.741952,bright,,,10.7,0.0,apass,kepler,143958029.0,419220411444431.0,4.39089968002003,1.13,,,,
37,DASCH_143266816_419150961440516,288.78986,44.087872,bright,,,10.7,0.0,apass,kepler,143266816.0,419150961440516.0,3.6249137920783716,0.19,,,,
38,DASCH_143712017_419155711443044,288.987984,44.512304,bright,,,10.72,0.0,apass,kepler,143712017.0,419155711443044.0,7.700649323271382,1.07,,,,
39,DASCH_143646288_419175921442711,289.496838,44.453112,bright,,,10.72,0.0,apass,kepler,143646288.0,419175921442711.0,23.169807940507404,0.68,,,,
40,DASCH_144673694_419211181452520,290.299213,45.422248,bright,,,10.74,0.0,apass,kepler,144673694.0,419211181452520.0,1.104536101718726,0.49,,,,
41,DASCH_144154016_419173301445614,289.387573,44.937131,bright,,,10.77,0.0,apass,kepler,144154016.0,419173301445614.0,4.104875150354758,0.41,,,,
42,DASCH_143744928_419211551443248,290.31452,44.546632,bright,,,10.77,0.0,apass,kepler,143744928.0,419211551443248.0,19.062528688503,1.06,,,,
43,DASCH_143001577_419222051435021,290.585565,43.839147,bright,,,10.77,0.0,apass,kepler,143001577.0,419222051435021.0,21.70829334609241,0.67,,,,
44,DASCH_144349460_419213601450707,290.400135,45.118564,bright,,,10.82,0.0,apass,kepler,144349460.0,419213601450707.0,5.7306195127577615,0.34,,,,
45,DASCH_143184071_419191961440024,289.831695,44.006741,bright,,,10.84,0.0,apass,kepler,143184071.0,419191961440024.0,1.3601470508735445,1.06,,,,
46,DASCH_144105135_419233571445252,290.898681,44.880988,bright,,,10.87,0.0,apass,kepler,144105135.0,419233571445252.0,9.090654541890808,0.29,,,,
47,DASCH_144398185_419192371451000,289.848869,45.166771,bright,,,10.89,0.0,apass,kepler,144398185.0,419192371451000.0,0.0,0.31,,,,
48,DASCH_143481605_419182471441657,289.602893,44.282485,bright,,,10.91,0.0,apass,kepler,143481605.0,419182471441657.0,39.3325564895037,0.48,,,,
49,DASCH_144414426_419192281451048,289.844916,45.179868,bright,,,10.91,0.0,apass,kepler,144414426.0,419192281451048.0,5.922837157984339,0.28,,,,
50,DASCH_144316878_419161321450533,289.054877,45.092455,bright,,,10.96,0.0,apass,kepler,144316878.0,419161321450533.0,0.0,0.54,,,,
51,DASCH_143695689_419250201442951,291.258378,44.497442,bright,,,10.97,0.0,apass,kepler,143695689.0,419250201442951.0,30.48032152061392,1.08,,,,
52,DASCH_143794211_419245701443515,291.237703,44.5876,bright,,,10.98,0.0,apass,kepler,143794211.0,419245701443515.0,23.762575617975422,0.74,,,,
53,DASCH_143777770_419220911443349,290.538108,44.563528,bright,,,10.99,0.0,apass,kepler,143777770.0,419220911443349.0,3.8118237105091834,0.43,,,,
54,DASCH_143826910_419153371443701,288.89038,44.617022,bright,,,11.0,0.0,apass,kepler,143826910.0,419153371443701.0,41.27808135076047,0.62,,,,
55,DASCH_144284439_419250821450320,291.284053,45.055532,bright,,,11.04,0.0,apass,kepler,144284439.0,419250821450320.0,39.35543164545397,0.59,,,,
56,DASCH_143990713_419190881444643,289.786769,44.778516,bright,,,11.04,0.0,apass,kepler,143990713.0,419190881444643.0,8.411896337925237,1.01,,,,
57,DASCH_144738305_419191271452920,289.802814,45.488856,bright,,,11.08,0.0,apass,kepler,144738305.0,419191271452920.0,3.22490309931942,1.48,,,,
58,DASCH_144398185_5354309551,289.849557,45.167934,bright,,,11.09,0.0,apass,kepler,144398185.0,5354309551.0,13.148764200486676,0.4,,,,
59,DASCH_143399084_419172341441231,289.347296,44.208532,bright,,,11.1,0.0,apass,kepler,143399084.0,419172341441231.0,23.184693226350873,0.55,,,,
60,DASCH_143827028_419255301443659,291.470665,44.616506,bright,,,11.12,0.0,apass,kepler,143827028.0,419255301443659.0,9.402127418834526,1.35,,,,
61,DASCH_143596934_419183321442416,289.638359,44.404521,bright,,,11.14,0.0,apass,kepler,143596934.0,419183321442416.0,85.82085993509969,0.73,,,,
62,DASCH_143531055_419181641442036,289.568304,44.343409,bright,,,11.15,0.0,apass,kepler,143531055.0,419181641442036.0,6.489992295835181,0.62,,,,
63,DASCH_143150910_419181241435847,289.551856,43.97963,bright,,,11.21,0.0,apass,kepler,143150910.0,419181241435847.0,23.88053600738476,0.66,,,,
64,DASCH_142951669_419191711434728,289.821138,43.791094,bright,,,11.21,0.0,apass,kepler,142951669.0,419191711434728.0,3.8639358172723313,1.68,,,,
65,DASCH_144802857_419181951453327,289.581436,45.557457,bright,,,11.23,0.0,apass,kepler,144802857.0,419181951453327.0,0.0,0.68,,,,
66,DASCH_143596926_419175121442413,289.4634,44.403586,bright,,,11.23,0.0,apass,kepler,143596926.0,419175121442413.0,6.649060083951716,0.54,,,,
67,DASCH_143629836_419174401442607,289.433232,44.435369,bright,,,11.23,0.0,apass,kepler,143629836.0,419174401442607.0,6.493843238021689,0.56,,,,
68,DASCH_142935061_419212361434617,290.348225,43.771368,bright,,,11.24,0.0,apass,kepler,142935061.0,419212361434617.0,1.5524174696260025,0.65,,,,
69,DASCH_143266852_419181721440529,289.571767,44.0915,bright,,,11.26,0.0,apass,kepler,143266852.0,419181721440529.0,9.871676655968832,1.61,,,,
70,DASCH_143167524_110303302619,290.383048,43.995335,bright,,,11.27,0.0,apass,kepler,143167524.0,110303302619.0,0.0,0.78,,,,
71,DASCH_143349491_419142011441007,288.583641,44.168639,bright,,,11.27,0.0,apass,kepler,143349491.0,419142011441007.0,9.339164844888433,0.31,,,,
72,DASCH_143283446_419222951440616,290.622724,44.104467,bright,,,11.28,0.0,apass,kepler,143283446.0,419222951440616.0,25.776927667974707,0.46,,,,
73,DASCH_143564019_419194491442205,289.937199,44.368042,bright,,,11.3,0.0,apass,kepler,143564019.0,419194491442205.0,6.053924347066124,1.26,,,,
74,DASCH_142951626_419153191434728,288.882927,43.791038,bright,,,11.32,0.0,apass,kepler,142951626.0,419153191434728.0,3.059411708155671,0.38,,,,
75,DASCH_143299940_419182421440653,289.60103,44.114683,bright,,,11.35,0.0,apass,kepler,143299940.0,419182421440653.0,3.4481879299133333,1.64,,,,
76,DASCH_143695669_419231531442928,290.813792,44.491015,bright,,,11.35,0.0,apass,kepler,143695669.0,419231531442928.0,0.6403124237432849,0.36,,,,
77,DASCH_144479361_419204841451459,290.201578,45.249636,bright,,,11.35,0.0,apass,kepler,144479361.0,419204841451459.0,11.56027681329474,1.26,,,,
78,DASCH_143794173_419213471443533,290.394546,44.592573,bright,,,11.36,0.0,apass,kepler,143794173.0,419213471443533.0,31.40859754907882,0.69,,,,
79,DASCH_144608966_419190941452136,289.789278,45.359902,bright,,,11.38,0.0,apass,kepler,144608966.0,419190941452136.0,5.3814496188294845,0.41,,,,
80,DASCH_113191385_5139518041,130.458656,19.87432,bright,,,8.12,0.0,apass,praesepe,113191385.0,5139518041.0,59.72277622482063,1.13,,,,
81,DASCH_111887496_5139511131,130.545063,18.934364,bright,,,8.14,0.0,apass,praesepe,111887496.0,5139511131.0,42.19016473065731,0.21,,,,
82,DASCH_113278033_5139507441,130.307381,19.921997,bright,,,8.59,0.0,apass,praesepe,113278033.0,5139507441.0,37.01094432732027,0.25,,,,
83,DASCH_112735857_408402701193242,130.112522,19.544977,bright,,,8.81,0.0,apass,praesepe,112735857.0,408402701193242.0,60.697034523937,0.23,,,,
84,DASCH_112475148_408402011192057,130.083931,19.349183,bright,,,8.82,0.0,apass,praesepe,112475148.0,408402011192057.0,68.2619952828805,0.25,,,,
85,DASCH_113148022_408402351195006,130.097899,19.835046,bright,,,8.86,0.0,apass,praesepe,113148022.0,408402351195006.0,71.77813037409096,-0.04,,,,
86,DASCH_112996219_408373701194359,129.40417,19.732917,bright,,,8.87,0.0,apass,praesepe,112996219.0,408373701194359.0,42.375700584179135,-0.09,,,,
87,DASCH_113364616_408383791195923,129.65772,19.989756,bright,,,8.87,0.0,apass,praesepe,113364616.0,408383791195923.0,32.658842600435186,-0.11,,,,
88,DASCH_112931188_408402071194112,130.086203,19.686716,bright,,,8.88,0.0,apass,praesepe,112931188.0,408402071194112.0,0.0,0.1,,,,
89,DASCH_112931169_408390611194037,129.775427,19.676855,bright,,,8.91,0.0,apass,praesepe,112931169.0,408390611194037.0,37.54064464017633,0.11,,,,
90,DASCH_113364623_408390361195959,129.764936,19.99975,bright,,,8.92,0.0,apass,praesepe,113364623.0,408390361195959.0,35.727860277380174,-0.11,,,,
91,DASCH_112735855_408401811193155,130.075384,19.531995,bright,,,8.93,0.0,apass,praesepe,112735855.0,408401811193155.0,34.37702721295138,0.11,,,,
92,DASCH_112562112_408420651192441,130.527059,19.411268,bright,,,8.94,0.0,apass,praesepe,112562112.0,408420651192441.0,37.35679322425842,0.14,,,,
93,DASCH_112366423_408394471191631,129.93612,19.275268,bright,,,8.96,0.0,apass,praesepe,112366423.0,408394471191631.0,47.22298169323915,0.09,,,,
94,DASCH_112344697_408411841191539,130.326569,19.260898,bright,,,9.01,0.0,apass,praesepe,112344697.0,408411841191539.0,0.0,0.19,,,,
95,DASCH_112301183_408403931191342,130.163597,19.228276,bright,,,9.01,0.0,apass,praesepe,112301183.0,408403931191342.0,58.41318344346591,0.12,,,,
96,DASCH_113386251_5139800281,129.390902,20.013671,bright,,,9.05,0.0,apass,praesepe,113386251.0,5139800281.0,37.61768201258551,0.36,,,,
97,DASCH_112714101_408374071193106,129.419616,19.518428,bright,,,9.07,0.0,apass,praesepe,112714101.0,408374071193106.0,39.293765408777,-0.08,,,,
98,DASCH_112800968_408390911193533,129.787905,19.592415,bright,,,9.13,0.0,apass,praesepe,112800968.0,408390911193533.0,40.20572098594925,-0.06,,,,
99,DASCH_113278028_408405691195605,130.237225,19.934859,bright,,,9.14,0.0,apass,praesepe,113278028.0,408405691195605.0,37.64066949457727,0.04,,,,
100,DASCH_113364641_408401541195939,130.063959,19.994299,bright,,,9.2,0.0,apass,praesepe,113364641.0,408401541195939.0,37.82089369647417,0.0,,,,
101,DASCH_112257668_408403301191140,130.137341,19.194324,bright,,,9.29,0.0,apass,praesepe,112257668.0,408403301191140.0,40.85706793199923,0.09,,,,
102,DASCH_113148034_408411071194946,130.294489,19.829544,bright,,,9.37,0.0,apass,praesepe,113148034.0,408411071194946.0,38.62499190938426,0.12,,,,
103,DASCH_111800231_408371821185212,129.325968,18.869955,bright,,,9.4,0.0,apass,praesepe,111800231.0,408371821185212.0,14.21442928857856,0.1,,,,
104,DASCH_112692401_408384691193003,129.695608,19.50092,bright,,,9.43,0.0,apass,praesepe,112692401.0,408384691193003.0,36.78872109764078,0.04,,,,
105,DASCH_111909243_408390931185707,129.788757,18.951871,bright,,,9.51,0.0,apass,praesepe,111909243.0,408390931185707.0,27.74058398808504,0.19,,,,
106,DASCH_112909511_408413511193945,130.396102,19.66247,bright,,,9.55,0.0,apass,praesepe,112909511.0,408413511193945.0,22.471537553091466,0.55,,,,
107,DASCH_112822641_408370201193617,129.258469,19.60478,bright,,,9.65,0.0,apass,praesepe,112822641.0,408370201193617.0,39.0875939397656,0.09,,,,
108,DASCH_112192397_408413621190834,130.400845,19.142658,bright,,,9.72,0.0,apass,praesepe,112192397.0,408413621190834.0,41.54635964798841,0.25,,,,
109,DASCH_112996241_408390281194329,129.761771,19.724735,bright,,,9.78,0.0,apass,praesepe,112996241.0,408390281194329.0,37.387163572541844,0.26,,,,
110,DASCH_112931189_408402611194111,130.108905,19.686486,bright,,,9.79,0.0,apass,praesepe,112931189.0,408402611194111.0,35.85219658542556,0.3,,,,
111,DASCH_111865699_408415781185442,130.490937,18.911707,bright,,,9.82,0.0,apass,praesepe,111865699.0,408415781185442.0,40.11545836706842,0.31,,,,
112,DASCH_112931170_408391011194042,129.792238,19.678424,bright,,,9.83,0.0,apass,praesepe,112931170.0,408391011194042.0,32.20062111202205,0.19,,,,
113,DASCH_112257659_408395811191206,129.991942,19.201626,bright,,,9.89,0.0,apass,praesepe,112257659.0,408395811191206.0,37.442222156277,0.23,,,,
114,DASCH_112214099_408372821190944,129.367476,19.162349,bright,,,9.9,0.0,apass,praesepe,112214099.0,408372821190944.0,38.02656965859529,0.17,,,,
115,DASCH_112583881_408444741192538,131.197474,19.427123,bright,,,9.92,0.0,apass,praesepe,112583881.0,408444741192538.0,86.10052264649732,0.17,,,,
116,DASCH_112409931_408404611191835,130.192032,19.30961,bright,,,9.97,0.0,apass,praesepe,112409931.0,408404611191835.0,41.001951173084436,0.31,,,,
117,DASCH_112909513_408414231193938,130.426239,19.660542,bright,,,10.03,0.0,apass,praesepe,112909513.0,408414231193938.0,40.75389551932429,0.44,,,,
118,DASCH_112083569_408430711190406,130.779396,19.068365,bright,,,10.06,0.0,apass,praesepe,112083569.0,408430711190406.0,42.724349029563925,0.2,,,,
119,DASCH_113559412_408400131200808,130.00541,20.135636,bright,,,10.14,0.0,apass,praesepe,113559412.0,408400131200808.0,40.25878786054046,-89.86,,,,
120,DASCH_113451216_408391971200311,129.83219,20.052982,bright,,,10.15,0.0,apass,praesepe,113451216.0,408391971200311.0,29.644561052577586,-89.84,,,,
121,DASCH_112909487_408395911194008,129.996432,19.668984,bright,,,10.16,0.0,apass,praesepe,112909487.0,408395911194008.0,4.648655719667784,0.33,,,,
122,DASCH_112801022_5139600061,130.685042,19.579955,bright,,,10.16,0.0,apass,praesepe,112801022.0,5139600061.0,33.544000953970894,0.44,,,,
123,DASCH_114142682_408395431203337,129.976361,20.560206,bright,,,10.18,0.0,apass,praesepe,114142682.0,408395431203337.0,37.50893226952748,-89.82,,,,
124,DASCH_111909255_408395961185636,129.998209,18.943262,bright,,,10.19,0.0,apass,praesepe,111909255.0,408395961185636.0,20.843464203437968,0.25,,,,
125,DASCH_113191336_408383421195137,129.642691,19.860286,bright,,,10.21,0.0,apass,praesepe,113191336.0,408383421195137.0,31.29472799050984,0.75,,,,
126,DASCH_113429617_408422011200212,130.583853,20.036585,bright,,,10.23,0.0,apass,praesepe,113429617.0,408422011200212.0,35.31925820285584,-89.77,,,,
127,DASCH_112779235_408372791193345,129.366424,19.562555,bright,,,10.25,0.0,apass,praesepe,112779235.0,408372791193345.0,36.26927073984256,0.38,,,,
128,DASCH_112996256_408400491194345,130.020427,19.729279,bright,,,10.26,0.0,apass,praesepe,112996256.0,408400491194345.0,40.11595692489461,0.46,,,,
129,DASCH_112170572_408374241190802,129.426507,19.133776,bright,,,10.26,0.0,apass,praesepe,112170572.0,408374241190802.0,36.680921471522495,0.33,,,,
130,DASCH_114315222_408414001204020,130.41671,20.672207,bright,,,10.3,0.0,apass,praesepe,114315222.0,408414001204020.0,38.066389374354905,-89.7,,,,
131,DASCH_112735872_408412701193233,130.362423,19.542467,bright,,,10.31,0.0,apass,praesepe,112735872.0,408412701193233.0,41.081504354149445,0.5,,,,
132,DASCH_112735891_5139600461,130.669653,19.543183,bright,,,10.31,0.0,apass,praesepe,112735891.0,5139600461.0,35.51056180912941,0.4,,,,
133,DASCH_113602666_408393341201010,129.889263,20.169494,bright,,,10.31,0.0,apass,praesepe,113602666.0,408393341201010.0,19.880643852752858,-89.69,,,,
134,DASCH_112648988_408402551192833,130.106422,19.475773,bright,,,10.32,0.0,apass,praesepe,112648988.0,408402551192833.0,40.0930168483241,0.46,,,,
135,DASCH_113321397_408442741195751,131.113965,19.964058,bright,,,10.36,0.0,apass,praesepe,113321397.0,408442741195751.0,24.422940035957996,0.61,,,,
136,DASCH_112866094_408401231193822,130.051342,19.639558,bright,,,10.36,0.0,apass,praesepe,112866094.0,408401231193822.0,44.28317965096906,0.48,,,,
137,DASCH_112952910_408421551194116,130.564552,19.687657,bright,,,10.39,0.0,apass,praesepe,112952910.0,408421551194116.0,38.64776837024358,0.54,,,,
138,DASCH_113472929_408440731200437,131.030581,20.07695,bright,,,10.53,0.0,apass,praesepe,113472929.0,408440731200437.0,23.765521244020714,0.47,,,,
139,DASCH_113472866_408395511200354,129.979429,20.065023,bright,,,10.55,0.0,apass,praesepe,113472866.0,408395511200354.0,37.53624914665822,0.46,,,,
140,DASCH_113082992_408401761194715,130.073422,19.787574,bright,,,10.55,0.0,apass,praesepe,113082992.0,408401761194715.0,39.761539205619286,0.61,,,,
141,DASCH_113516149_408402231200624,130.092981,20.106756,bright,,,10.55,0.0,apass,praesepe,113516149.0,408402231200624.0,39.37321424522006,0.48,,,,
142,DASCH_113645977_408433551201123,130.898065,20.189587,bright,,,10.57,0.0,apass,praesepe,113645977.0,408433551201123.0,40.1568176029924,0.5,,,,
143,DASCH_112605581_408430591192615,130.774741,19.437585,bright,,,10.58,0.0,apass,praesepe,112605581.0,408430591192615.0,36.977019890737544,0.59,,,,
144,DASCH_113234761_408444621195340,131.192297,19.894448,bright,,,10.6,0.0,apass,praesepe,113234761.0,408444621195340.0,6.407027391856539,0.98,,,,
145,DASCH_112692437_408411001193032,130.291753,19.50892,bright,,,10.61,0.0,apass,praesepe,112692437.0,408411001193032.0,37.488264830477284,0.53,,,,
146,DASCH_112366453_408414551191602,130.43955,19.267294,bright,,,10.7,0.0,apass,praesepe,112366453.0,408414551191602.0,38.792396162134665,0.56,,,,
147,DASCH_112431661_408395231191846,129.968077,19.31264,bright,,,10.74,0.0,apass,praesepe,112431661.0,408395231191846.0,40.590762495917716,0.52,,,,
148,DASCH_113840494_408431251201943,130.801957,20.328744,bright,,,10.75,0.0,apass,praesepe,113840494.0,408431251201943.0,41.55622697021471,0.73,,,,
149,DASCH_111974621_408400171185959,130.007089,18.999835,bright,,,10.76,0.0,apass,praesepe,111974621.0,408400171185959.0,35.57597503934362,0.64,,,,
150,DASCH_112627260_408400631192715,130.026154,19.454101,bright,,,10.8,0.0,apass,praesepe,112627260.0,408400631192715.0,47.53030612146318,0.58,,,,
151,DASCH_113104666_408400061194824,130.002605,19.80657,bright,,,10.82,0.0,apass,praesepe,113104666.0,408400061194824.0,39.710200200955924,0.55,,,,
152,DASCH_112083539_408410741190416,130.280698,19.071209,bright,,,10.83,0.0,apass,praesepe,112083539.0,408410741190416.0,41.59927883990298,0.67,,,,
153,DASCH_112648994_408405251192900,130.218851,19.483226,bright,,,10.84,0.0,apass,praesepe,112648994.0,408405251192900.0,38.82795384771132,0.57,,,,
154,DASCH_112627261_112312220292,130.027138,19.454969,bright,,,10.85,0.0,apass,praesepe,112627261.0,112312220292.0,0.0,-1.31,,,,
155,DASCH_113559383_408380481200749,129.519799,20.13015,bright,,,10.87,0.0,apass,praesepe,113559383.0,408380481200749.0,3.3060550509633075,-89.13,,,,
156,DASCH_112648919_408355441192820,128.976809,19.472269,bright,,,10.87,0.0,apass,praesepe,112648919.0,408355441192820.0,16.484234892769518,1.1,,,,
157,DASCH_112952934_408435361194202,130.973303,19.700439,bright,,,10.87,0.0,apass,praesepe,112952934.0,408435361194202.0,43.10046403462496,0.46,,,,
158,DASCH_113472860_408393041200409,129.876757,20.069044,bright,,,10.89,0.0,apass,praesepe,113472860.0,408393041200409.0,38.40885314611724,0.63,,,,
159,DASCH_113039591_408374101194538,129.420998,19.760559,bright,,,10.93,0.0,apass,praesepe,113039591.0,408374101194538.0,2.6832815729997477,0.43,,,,
160,DASCH_133596468_419590751353210,299.781103,35.536151,bright,,,8.03,0.0,apass,cygnus,133596468.0,419590751353210.0,4.6097722286464435,0.03,,,,
161,DASCH_132294367_420002551342752,300.106091,34.464342,bright,,,8.09,0.0,apass,cygnus,132294367.0,420002551342752.0,3.5355339059327378,-0.03,,,,
162,DASCH_132351311_5267819621,299.6091,34.513044,bright,,,8.28,0.0,apass,cygnus,132351311.0,5267819621.0,0.0,-0.09,,,,
163,DASCH_132446229_420013391343459,300.391101,34.583089,bright,,,8.45,0.0,apass,cygnus,132446229.0,420013391343459.0,6.545991139621257,-0.01,,,,
164,DASCH_133596439_5267712301,299.222288,35.53693,bright,,,8.59,0.0,apass,cygnus,133596439.0,5267712301.0,41.23311775745317,0.35,,,,
165,DASCH_133895907_5268104721,299.10266,35.789964,bright,,,8.59,0.0,apass,cygnus,133895907.0,5268104721.0,33.952466773417214,0.92,,,,
166,DASCH_133032434_419583881350409,299.661496,35.069226,bright,,,8.63,0.0,apass,cygnus,133032434.0,419583881350409.0,4.060788100849391,-0.06,,,,
167,DASCH_132824759_5267711181,298.750563,34.900475,bright,,,8.67,0.0,apass,cygnus,132824759.0,5267711181.0,50.269672765992816,1.34,,,,
168,DASCH_133933270_5268113661,298.994276,35.824617,bright,,,8.75,0.0,apass,cygnus,133933270.0,5268113661.0,0.0,0.0,,,,
169,DASCH_134026671_419592671355350,299.861119,35.897233,bright,,,8.85,0.0,apass,cygnus,134026671.0,419592671355350.0,22.192115717073936,0.92,,,,
170,DASCH_133408809_419580631352247,299.526217,35.379743,bright,,,8.86,0.0,apass,cygnus,133408809.0,419580631352247.0,4.72652091923859,-0.03,,,,
171,DASCH_132199344_420000851342301,300.035414,34.383627,bright,,,8.89,0.0,apass,cygnus,132199344.0,420000851342301.0,0.0,0.02,,,,
172,DASCH_134287574_419591161360655,299.798185,36.115328,bright,,,9.06,0.0,apass,cygnus,134287574.0,419591161360655.0,6.324555320336759,0.04,,,,
173,DASCH_132597856_420021661344226,300.569011,34.707263,bright,,,9.12,0.0,apass,cygnus,132597856.0,420021661344226.0,2.039607805437114,0.0,,,,
174,DASCH_133596468_5267825181,299.779837,35.536633,bright,,,9.18,0.0,apass,cygnus,133596468.0,5267825181.0,0.0,-0.05,,,,
175,DASCH_133633921_5267709421,299.158085,35.567452,bright,,,9.19,0.0,apass,cygnus,133633921.0,5267709421.0,5.323532661682465,0.29,,,,
176,DASCH_133727642_420020291353828,300.511886,35.640992,bright,,,9.22,0.0,apass,cygnus,133727642.0,420020291353828.0,22.772790781983662,1.41,,,,
177,DASCH_133314871_419594911351834,299.954589,35.309326,bright,,,9.23,0.0,apass,cygnus,133314871.0,419594911351834.0,10.651291001564083,0.33,,,,
178,DASCH_133371265_420001901352130,300.07929,35.358207,bright,,,9.26,0.0,apass,cygnus,133371265.0,420001901352130.0,29.60067566796407,1.67,,,,
179,DASCH_133596429_5267712681,299.01963,35.534863,bright,,,9.27,0.0,apass,cygnus,133596429.0,5267712681.0,7.733692520394123,0.32,,,,
